iter	Logloss
303	0.03324126629
304	0.03313372593
305	0.03291076243
306	0.03270536796
307	0.03250053007
308	0.03229575396
309	0.0322227095
310	0.03205258745
311	0.03191467116
312	0.03171806621
313	0.0315562286
314	0.03137623718
315	0.03116602856
316	0.03091498895
317	0.03077767857
318	0.03056242115
319	0.03042301601
320	0.03031301697
321	0.03016199897
322	0.03007059844
323	0.02987361444
324	0.02974163678
325	0.0295901861
326	0.02945652893
327	0.02936362891
328	0.02934955771
329	0.02927474578
330	0.02906377219
331	0.02894131062
332	0.02884091872
333	0.02866987998
334	0.02853110498
335	0.02843200254
336	0.02822474249
337	0.02809923572
338	0.02797794245
339	0.02789490044
340	0.0277797894
341	0.0276687162
342	0.02760263064
343	0.0274567896
344	0.02725685714
345	0.02719135146
346	0.02711528519
347	0.02694439532
348	0.02692512239
349	0.02674518172
350	0.02666175621
351	0.02655165919
352	0.02641314153
353	0.02631301293
354	0.02621035469
355	0.02613641712
356	0.02598399065
357	0.02596747438
358	0.02587430546
359	0.02577225835
360	0.02566723049
361	0.02559322616
362	0.02551160252
363	0.02540209892
364	0.02527108147
365	0.02516126395
366	0.02507754662
367	0.02501312765
368	0.0248990446
369	0.02481079785
370	0.02469552103
371	0.02457583833
372	0.02445775625
373	0.02438859868
374	0.0243375532
375	0.02433417838
376	0.02429405411
377	0.02415902924
378	0.02404084896
379	0.02398217736
380	0.02387033441
381	0.02375536472
382	0.02364922093
383	0.02352136319
384	0.02340364355
385	0.02329902809
386	0.02320992485
387	0.02316418394
388	0.02304718957
389	0.02296897057
390	0.02289700529
391	0.0228385492
392	0.02275934209
393	0.0227161177
394	0.0226220896
395	0.02253383567
396	0.02245390842
397	0.02238145724
398	0.0222871061
399	0.0221818156
